1	68941	krowland	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:29
2	14698	krowland	0	pending	2014-05-07 04:57:22	\N
3	61819	hmunoz	0	pending	2014-05-07 04:57:22	\N
4	10347	hmunoz	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:35
5	78779	hmunoz	0	pending	2014-05-07 04:57:22	\N
6	39586	hlindsay	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:14
7	11830	hlindsay	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:03
8	44454	lthomas	0	pending	2014-05-07 04:57:22	\N
9	78757	lthomas	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:17
10	64387	cowens	0	pending	2014-05-07 04:57:22	\N
11	14094	cowens	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:04
12	74369	bhogan	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:34
13	10938	bhogan	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:01
14	41077	bhogan	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:16
15	31465	rbrennan	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:10
16	51508	rbrennan	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:21
17	67649	rbrennan	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:28
18	71810	rbrennan	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:35
19	31941	eriley	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:11
20	79890	eriley	0	pending	2014-05-07 04:57:22	\N
21	56607	eriley	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:24
22	75106	eriley	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:12
23	58658	amccray	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:38
24	71419	amccray	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:33
25	69670	amccray	0	pending	2014-05-07 04:57:22	\N
26	80743	amccray	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:04
27	28669	jguerrer	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:36
28	68919	jguerrer	0	pending	2014-05-07 04:57:22	\N
29	77045	jguerrer	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:01
30	24775	jguerrer	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:07
31	15429	jdickers	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:04
32	33613	jdickers	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:12
33	46970	jdickers	0	pending	2014-05-07 04:57:22	\N
34	31863	ycline	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:11
35	61819	ycline	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:26
36	14210	ycline	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:04
37	61425	ycline	0	pending	2014-05-07 04:57:22	\N
38	31255	athompso	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:10
39	76898	cmcfadde	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:01
40	19438	cmcfadde	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:07
41	59307	cmcfadde	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:25
42	52706	dtaylor	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:21
43	71289	gmcconne	0	pending	2014-05-07 04:57:22	\N
44	66397	vmitchel	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:28
45	77971	sroy	0	pending	2014-05-07 04:57:22	\N
46	74114	sroy	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:34
47	19397	sroy	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:06
48	61137	sroy	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:25
49	10983	jbarlow	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:01
50	77553	jbarlow	0	pending	2014-05-07 04:57:22	\N
51	75243	jbarlow	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:18
52	61395	jbarlow	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:26
53	42972	jpuckett	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:36
54	77506	jpuckett	0	pending	2014-05-07 04:57:22	\N
55	42991	jpuckett	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:36
56	12750	chester	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:02
57	74708	chester	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:35
58	32379	mengland	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:11
59	79320	mengland	0	pending	2014-05-07 04:57:22	\N
60	68368	mengland	0	pending	2014-05-07 04:57:22	\N
61	77553	amorriso	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:16
62	74032	amorriso	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:34
63	30059	amorriso	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:09
64	69961	amorriso	0	pending	2014-05-07 04:57:22	\N
65	80041	arivers	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:21
66	51207	cmathis	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:21
67	19388	cmathis	0	pending	2014-05-07 04:57:22	\N
68	79890	pskinner	0	denied	2014-05-07 04:57:22	2014-05-07 04:58:16
69	74383	dmiranda	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:34
70	32615	dmiranda	0	approved	2014-05-07 04:57:22	2014-05-07 04:58:11
71	49563	dmiranda	0	pending	2014-05-07 04:57:22	\N
72	33707	schase	0	pending	2014-05-07 04:57:22	\N
73	24344	schase	0	approved	2014-05-07 04:57:23	2014-05-07 04:58:07
74	35555	jdaniel	0	pending	2014-05-07 04:57:23	\N
75	79002	jdaniel	0	pending	2014-05-07 04:57:23	\N
76	49589	jdaniel	0	approved	2014-05-07 04:57:23	2014-05-07 04:58:20
77	75639	jdaniel	0	denied	2014-05-07 04:57:23	2014-05-07 04:58:02
78	75333	menglish	0	approved	2014-05-07 04:57:23	2014-05-07 04:58:13
79	77914	menglish	0	denied	2014-05-07 04:57:23	2014-05-07 04:58:09
